PROVIDER ID NUMBER,PRIMARY OPERATIONAL AREA,ZIP CODE,Comp_Fact1,Comp_Fact2,Comp_Fact3,Comp_Fact4,Comp_Fact5,SH_Fact6,SH_Fact7,SH_Fact8,SH_Fact9,Qlty_Fact10,Qlty_Fact11,Qlty_Fact12,Qlty_Fact13,Reputation
149812,22 CONCORD,14212,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149813,530 ONTARIO,14207,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149814,156 GOULDING,14208,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149815,654 ELK,14210,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149816,732 PERRY,14210,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149817,179 ADMIRAL,14216,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149818,364 VIRGINIA ST,14201,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149819,1134 HERTEL,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149820,47 FOX,14212,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149821,1500 MAIN,14209,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149822,71 FOX,14212,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149823,200 RODNEY,14214,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149824,77 FOX,14212,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149825,983 JEFFERSON,14204,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149827,507 HUMBOLDT,14208,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,VeryGoodReputation
149828,288 HUDSON,14201,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149829,59 ROTHER,14212,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149830,606 FERRY EAST,14211,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149831,18 PINE ST,14204,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149832,886 KENSINGTON,14215,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149833,223 CHELSEA,14211,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149834,165 KAY,14215,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149835,671 LAFAYETTE AVE,14222,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,LowReputation
149836,146 HINMAN,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
149837,111 HAMILTON,14207,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149838,2626 DELAWARE,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149839,1160 NIAGARA,14213,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149840,82 ADAMS,14206,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149841,671 LAFAYETTE AVE,14222,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149842,543 STOCKBRIDGE,14215,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149843,249 WOLTZ,14211,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149844,1678 HERTEL,14216,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149845,105 WOODLAWN,14209,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149846,124 FORDHAM,14216,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149847,451 DODGE,14208,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149850,313 GENESEE,14204,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149851,4 WINSTON,14216,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149852,37 CROSSMAN SOUTH,14211,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149853,587 LAFAYETTE AVE,14222,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149854,185 SHENANDOAH,14220,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149855,76 CANTWELL,14220,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149922,286 HUDSON,14201,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149856,313 GENESEE,14204,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149857,128 ENGLEWOOD,14214,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149930,73 MANCHESTER,14213,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149858,297 SMITH,14210,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
149859,2113 DELAWARE,14216,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
149860,200 DELAWARE,14202,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,VeryGoodReputation
149862,156 ST JAMES,14222,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149863,493 NORTHLAND,14211,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149864,136 GOULDING,14208,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149865,108 VILLA,14216,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149866,655 FULTON,14210,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149868,103 OKELL,14220,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149870,187 ENGLEWOOD,14214,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149871,262 BABCOCK,14210,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149875,41 ROEHRER,14208,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149877,108 ROEHRER,14208,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149886,81 PLYMOUTH,14201,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149887,171 CRESTWOOD,14216,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149888,187 ROEHRER,14208,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149931,771 AUBURN,14222,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149890,23 ROTHER,14212,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149891,228 SCHUELE,14215,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
149892,811 BIRD,14209,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149893,137 ELLER,14211,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149894,758 ELMWOOD,14222,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149895,184 NORTHLAND,14208,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149896,12 CLARENDON,14209,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,VeryGoodReputation
149897,168 BRINKMAN,14211,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149898,783 ELMWOOD,14222,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149899,215 FOREST,14213,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149900,1373 MAIN,14209,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149901,290 ABBOTT,14220,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
149902,214 SMITH,14210,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149923,522 SOUTH PARK,14204,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,GoodReputation
160425,146 STRATFORD,14216,HardwareCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149904,463 POTOMAC,14213,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149906,26 BIDWELL,14222,HardwareInCompatiable,HSInCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149908,265 GUILFORD,14211,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149909,37 WRIGHT,14215,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
149910,22 BAXTER,14207,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149911,242 SCHUELE,14215,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149912,2150 ELMWOOD,14207,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149913,47 WOEPPEL,14211,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,VeryGoodReputation
149915,604 ELMWOOD,14222,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149916,394 IDEAL,14206,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149917,210 PURDY,14208,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,DeadLocks,NonAutonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,LowReputation
149918,685 LAFAYETTE AVE,14222,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149919,129 ALTRURIA,14220,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149920,32 PLEASANT,14208,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149921,125 SOBIESKI,14212,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149927,100 REMINGTON,14210,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,UnDefinedRequirements,NotScalable,LowVariety,DefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149928,83 BUFFUM,14210,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149993,53 WILKES,14215,HardwareCompatiable,HSInCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,AutDivVal,DefinedOwnership,DefinedControls,VeryGoodReputation
149932,204 EASTON,14215,HardwareCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,NoAutDivVal,DefinedOwnership,UnDefinedControls,GoodReputation
149933,138 COLORADO,14211,HardwareCompatiable,HSCompatiable,SoftwareCompatiable,UnDefinedCapabilities,DefinedRequirements,NotScalable,HighVariety,UnDefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,DefinedOwnership,UnDefinedControls,VeryGoodReputation
149935,663 MAIN,14203,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149936,414 AMHERST EAST,14215,HardwareInCompatiable,HSInCompatiable,SoftwareInCompatiable,UnDefinedCapabilities,UnDefinedRequirements,Scalable,LowVariety,DefinedProtocols,NoDeadLocks,Autonomous,AutDivVal,UnDefinedOwnership,UnDefinedControls,GoodReputation
149937,157 KIMBERLY,14220,HardwareInCompatiable,HSCompatiable,SoftwareCompatiable,DefinedCapabilities,UnDefinedRequirements,Scalable,HighVariety,DefinedProtocols,DeadLocks,Autonomous,NoAutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
149938,455 LINWOOD AVE,14209,HardwareInCompatiable,HSCompatiable,SoftwareInCompatiable,DefinedCapabilities,DefinedRequirements,Scalable,HighVariety,UnDefinedProtocols,NoDeadLocks,NonAutonomous,AutDivVal,UnDefinedOwnership,DefinedControls,GoodReputation
